"year","iso3","country","variable","mean_annual_climate_value","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","cause_name","metric_id","metric_name","malaria_value","malaria_upperCI","malaria_lowerCI","refugee_type","num_refugee_persons","urban_perc"
1991,"ARG"," Argentina","mean_temp_celcius",14.4340091666667,6,"Incidence",97,"Argentina",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.02422991646e-05,1.09679994737e-05,9.56418955923e-06,"Total Population",12339,87.328
1991,"AUS"," Australia","mean_temp_celcius",22.1454833333333,6,"Incidence",71,"Australia",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Refugees (incl. refugee-like situations)",53117,85.403
1991,"AUS"," Australia","mean_temp_celcius",22.1454833333333,6,"Incidence",71,"Australia",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Asylum-seekers (pending cases)",0,85.403
1991,"AUS"," Australia","mean_temp_celcius",22.1454833333333,6,"Incidence",71,"Australia",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned refugees",0,85.403
1991,"AUS"," Australia","mean_temp_celcius",22.1454833333333,6,"Incidence",71,"Australia",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Internally displaced persons (IDPs)",0,85.403
1991,"AUS"," Australia","mean_temp_celcius",22.1454833333333,6,"Incidence",71,"Australia",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned IDPs",0,85.403
1991,"AUS"," Australia","mean_temp_celcius",22.1454833333333,6,"Incidence",71,"Australia",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Stateless persons",0,85.403
1991,"AUS"," Australia","mean_temp_celcius",22.1454833333333,6,"Incidence",71,"Australia",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Others of concern",0,85.403
1991,"AUS"," Australia","mean_temp_celcius",22.1454833333333,6,"Incidence",71,"Australia",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Total Population",53117,85.403
1991,"AUT"," Austria","mean_temp_celcius",6.1812075,6,"Incidence",75,"Austria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Refugees (incl. refugee-like situations)",34508,62.689
1991,"AUT"," Austria","mean_temp_celcius",6.1812075,6,"Incidence",75,"Austria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Asylum-seekers (pending cases)",0,62.689
1991,"AUT"," Austria","mean_temp_celcius",6.1812075,6,"Incidence",75,"Austria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned refugees",0,62.689
1991,"AUT"," Austria","mean_temp_celcius",6.1812075,6,"Incidence",75,"Austria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Internally displaced persons (IDPs)",0,62.689
1991,"AUT"," Austria","mean_temp_celcius",6.1812075,6,"Incidence",75,"Austria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned IDPs",0,62.689
1991,"AUT"," Austria","mean_temp_celcius",6.1812075,6,"Incidence",75,"Austria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Stateless persons",0,62.689
1991,"AUT"," Austria","mean_temp_celcius",6.1812075,6,"Incidence",75,"Austria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Others of concern",0,62.689
1991,"AUT"," Austria","mean_temp_celcius",6.1812075,6,"Incidence",75,"Austria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Total Population",34508,62.689
1991,"BEL"," Belgium","mean_temp_celcius",9.6945025,6,"Incidence",76,"Belgium",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Refugees (incl. refugee-like situations)",24071,96.461
1991,"BEL"," Belgium","mean_temp_celcius",9.6945025,6,"Incidence",76,"Belgium",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Asylum-seekers (pending cases)",0,96.461
1991,"BEL"," Belgium","mean_temp_celcius",9.6945025,6,"Incidence",76,"Belgium",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned refugees",0,96.461
1991,"BEL"," Belgium","mean_temp_celcius",9.6945025,6,"Incidence",76,"Belgium",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Internally displaced persons (IDPs)",0,96.461
1991,"BEL"," Belgium","mean_temp_celcius",9.6945025,6,"Incidence",76,"Belgium",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned IDPs",0,96.461
1991,"BEL"," Belgium","mean_temp_celcius",9.6945025,6,"Incidence",76,"Belgium",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Stateless persons",0,96.461
1991,"BEL"," Belgium","mean_temp_celcius",9.6945025,6,"Incidence",76,"Belgium",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Others of concern",0,96.461
1991,"BEL"," Belgium","mean_temp_celcius",9.6945025,6,"Incidence",76,"Belgium",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Total Population",24071,96.461
1991,"BEN"," Benin","mean_temp_celcius",27.3998083333333,6,"Incidence",200,"Benin",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0674359160447,0.0939685044189,0.0490509110395,"Refugees (incl. refugee-like situations)",456,35.247
1991,"BEN"," Benin","mean_temp_celcius",27.3998083333333,6,"Incidence",200,"Benin",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0674359160447,0.0939685044189,0.0490509110395,"Asylum-seekers (pending cases)",0,35.247
1991,"BEN"," Benin","mean_temp_celcius",27.3998083333333,6,"Incidence",200,"Benin",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0674359160447,0.0939685044189,0.0490509110395,"Returned refugees",320,35.247
1991,"BEN"," Benin","mean_temp_celcius",27.3998083333333,6,"Incidence",200,"Benin",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0674359160447,0.0939685044189,0.0490509110395,"Internally displaced persons (IDPs)",0,35.247
1991,"BEN"," Benin","mean_temp_celcius",27.3998083333333,6,"Incidence",200,"Benin",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0674359160447,0.0939685044189,0.0490509110395,"Returned IDPs",0,35.247
1991,"BEN"," Benin","mean_temp_celcius",27.3998083333333,6,"Incidence",200,"Benin",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0674359160447,0.0939685044189,0.0490509110395,"Stateless persons",0,35.247
1991,"BEN"," Benin","mean_temp_celcius",27.3998083333333,6,"Incidence",200,"Benin",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0674359160447,0.0939685044189,0.0490509110395,"Others of concern",0,35.247
1991,"BEN"," Benin","mean_temp_celcius",27.3998083333333,6,"Incidence",200,"Benin",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0674359160447,0.0939685044189,0.0490509110395,"Total Population",776,35.247
1991,"BGD"," Bangladesh","mean_temp_celcius",24.91345,6,"Incidence",161,"Bangladesh",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.00138821602235,0.0059506912938,0.000151571493098,"Refugees (incl. refugee-like situations)",40260,20.257
1991,"BGD"," Bangladesh","mean_temp_celcius",24.91345,6,"Incidence",161,"Bangladesh",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.00138821602235,0.0059506912938,0.000151571493098,"Asylum-seekers (pending cases)",0,20.257
1991,"BGD"," Bangladesh","mean_temp_celcius",24.91345,6,"Incidence",161,"Bangladesh",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.00138821602235,0.0059506912938,0.000151571493098,"Returned refugees",0,20.257
1991,"BGD"," Bangladesh","mean_temp_celcius",24.91345,6,"Incidence",161,"Bangladesh",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.00138821602235,0.0059506912938,0.000151571493098,"Internally displaced persons (IDPs)",0,20.257
1991,"BGD"," Bangladesh","mean_temp_celcius",24.91345,6,"Incidence",161,"Bangladesh",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.00138821602235,0.0059506912938,0.000151571493098,"Returned IDPs",0,20.257
1991,"BGD"," Bangladesh","mean_temp_celcius",24.91345,6,"Incidence",161,"Bangladesh",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.00138821602235,0.0059506912938,0.000151571493098,"Stateless persons",0,20.257
1991,"BGD"," Bangladesh","mean_temp_celcius",24.91345,6,"Incidence",161,"Bangladesh",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.00138821602235,0.0059506912938,0.000151571493098,"Others of concern",0,20.257
1991,"BGD"," Bangladesh","mean_temp_celcius",24.91345,6,"Incidence",161,"Bangladesh",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.00138821602235,0.0059506912938,0.000151571493098,"Total Population",40260,20.257
1991,"BWA"," Botswana","mean_temp_celcius",21.6897833333333,6,"Incidence",193,"Botswana",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.000190873870241,0.000247217591076,0.000146242835981,"Refugees (incl. refugee-like situations)",1054,45.292
1991,"BWA"," Botswana","mean_temp_celcius",21.6897833333333,6,"Incidence",193,"Botswana",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.000190873870241,0.000247217591076,0.000146242835981,"Asylum-seekers (pending cases)",0,45.292
1991,"BWA"," Botswana","mean_temp_celcius",21.6897833333333,6,"Incidence",193,"Botswana",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.000190873870241,0.000247217591076,0.000146242835981,"Returned refugees",350,45.292
1991,"BWA"," Botswana","mean_temp_celcius",21.6897833333333,6,"Incidence",193,"Botswana",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.000190873870241,0.000247217591076,0.000146242835981,"Internally displaced persons (IDPs)",0,45.292
1991,"BWA"," Botswana","mean_temp_celcius",21.6897833333333,6,"Incidence",193,"Botswana",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.000190873870241,0.000247217591076,0.000146242835981,"Returned IDPs",0,45.292
1991,"BWA"," Botswana","mean_temp_celcius",21.6897833333333,6,"Incidence",193,"Botswana",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.000190873870241,0.000247217591076,0.000146242835981,"Stateless persons",0,45.292
1991,"BWA"," Botswana","mean_temp_celcius",21.6897833333333,6,"Incidence",193,"Botswana",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.000190873870241,0.000247217591076,0.000146242835981,"Others of concern",0,45.292
1991,"BWA"," Botswana","mean_temp_celcius",21.6897833333333,6,"Incidence",193,"Botswana",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.000190873870241,0.000247217591076,0.000146242835981,"Total Population",1404,45.292
1991,"CAF"," Central African Republic","mean_temp_celcius",25.1441666666667,6,"Incidence",169,"Central African Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.049940444795,0.0667423124132,0.0319860008064,"Refugees (incl. refugee-like situations)",12223,36.906
1991,"CAF"," Central African Republic","mean_temp_celcius",25.1441666666667,6,"Incidence",169,"Central African Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.049940444795,0.0667423124132,0.0319860008064,"Asylum-seekers (pending cases)",0,36.906
1991,"CAF"," Central African Republic","mean_temp_celcius",25.1441666666667,6,"Incidence",169,"Central African Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.049940444795,0.0667423124132,0.0319860008064,"Returned refugees",900,36.906
1991,"CAF"," Central African Republic","mean_temp_celcius",25.1441666666667,6,"Incidence",169,"Central African Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.049940444795,0.0667423124132,0.0319860008064,"Internally displaced persons (IDPs)",0,36.906
1991,"CAF"," Central African Republic","mean_temp_celcius",25.1441666666667,6,"Incidence",169,"Central African Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.049940444795,0.0667423124132,0.0319860008064,"Returned IDPs",0,36.906
1991,"CAF"," Central African Republic","mean_temp_celcius",25.1441666666667,6,"Incidence",169,"Central African Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.049940444795,0.0667423124132,0.0319860008064,"Stateless persons",0,36.906
1991,"CAF"," Central African Republic","mean_temp_celcius",25.1441666666667,6,"Incidence",169,"Central African Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.049940444795,0.0667423124132,0.0319860008064,"Others of concern",0,36.906
1991,"CAF"," Central African Republic","mean_temp_celcius",25.1441666666667,6,"Incidence",169,"Central African Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.049940444795,0.0667423124132,0.0319860008064,"Total Population",13123,36.906
1991,"CHN"," China","mean_temp_celcius",6.57669916666667,6,"Incidence",6,"China",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.4312453364e-05,9.09636223733e-05,9.41591721389e-07,"Refugees (incl. refugee-like situations)",289061,27.312
1991,"CHN"," China","mean_temp_celcius",6.57669916666667,6,"Incidence",6,"China",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.4312453364e-05,9.09636223733e-05,9.41591721389e-07,"Asylum-seekers (pending cases)",0,27.312
1991,"CHN"," China","mean_temp_celcius",6.57669916666667,6,"Incidence",6,"China",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.4312453364e-05,9.09636223733e-05,9.41591721389e-07,"Returned refugees",1253,27.312
1991,"CHN"," China","mean_temp_celcius",6.57669916666667,6,"Incidence",6,"China",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.4312453364e-05,9.09636223733e-05,9.41591721389e-07,"Internally displaced persons (IDPs)",0,27.312
1991,"CHN"," China","mean_temp_celcius",6.57669916666667,6,"Incidence",6,"China",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.4312453364e-05,9.09636223733e-05,9.41591721389e-07,"Returned IDPs",0,27.312
1991,"CHN"," China","mean_temp_celcius",6.57669916666667,6,"Incidence",6,"China",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.4312453364e-05,9.09636223733e-05,9.41591721389e-07,"Stateless persons",0,27.312
1991,"CHN"," China","mean_temp_celcius",6.57669916666667,6,"Incidence",6,"China",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.4312453364e-05,9.09636223733e-05,9.41591721389e-07,"Others of concern",0,27.312
1991,"CHN"," China","mean_temp_celcius",6.57669916666667,6,"Incidence",6,"China",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.4312453364e-05,9.09636223733e-05,9.41591721389e-07,"Total Population",290314,27.312
1991,"CPV"," Cape Verde","mean_temp_celcius",22.9810833333333,6,"Incidence",203,"Cape Verde",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.20350868456e-06,1.56991124295e-06,9.22427439695e-07,"Refugees (incl. refugee-like situations)",3,45.044
1991,"CPV"," Cape Verde","mean_temp_celcius",22.9810833333333,6,"Incidence",203,"Cape Verde",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.20350868456e-06,1.56991124295e-06,9.22427439695e-07,"Asylum-seekers (pending cases)",0,45.044
1991,"CPV"," Cape Verde","mean_temp_celcius",22.9810833333333,6,"Incidence",203,"Cape Verde",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.20350868456e-06,1.56991124295e-06,9.22427439695e-07,"Returned refugees",0,45.044
1991,"CPV"," Cape Verde","mean_temp_celcius",22.9810833333333,6,"Incidence",203,"Cape Verde",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.20350868456e-06,1.56991124295e-06,9.22427439695e-07,"Internally displaced persons (IDPs)",0,45.044
1991,"CPV"," Cape Verde","mean_temp_celcius",22.9810833333333,6,"Incidence",203,"Cape Verde",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.20350868456e-06,1.56991124295e-06,9.22427439695e-07,"Returned IDPs",0,45.044
1991,"CPV"," Cape Verde","mean_temp_celcius",22.9810833333333,6,"Incidence",203,"Cape Verde",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.20350868456e-06,1.56991124295e-06,9.22427439695e-07,"Stateless persons",0,45.044
1991,"CPV"," Cape Verde","mean_temp_celcius",22.9810833333333,6,"Incidence",203,"Cape Verde",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.20350868456e-06,1.56991124295e-06,9.22427439695e-07,"Others of concern",0,45.044
1991,"CPV"," Cape Verde","mean_temp_celcius",22.9810833333333,6,"Incidence",203,"Cape Verde",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",1.20350868456e-06,1.56991124295e-06,9.22427439695e-07,"Total Population",3,45.044
1991,"CYP"," Cyprus","mean_temp_celcius",18.675475,6,"Incidence",77,"Cyprus",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Refugees (incl. refugee-like situations)",60,67.188
1991,"CYP"," Cyprus","mean_temp_celcius",18.675475,6,"Incidence",77,"Cyprus",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Asylum-seekers (pending cases)",0,67.188
1991,"CYP"," Cyprus","mean_temp_celcius",18.675475,6,"Incidence",77,"Cyprus",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned refugees",50,67.188
1991,"CYP"," Cyprus","mean_temp_celcius",18.675475,6,"Incidence",77,"Cyprus",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Internally displaced persons (IDPs)",0,67.188
1991,"CYP"," Cyprus","mean_temp_celcius",18.675475,6,"Incidence",77,"Cyprus",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned IDPs",0,67.188
1991,"CYP"," Cyprus","mean_temp_celcius",18.675475,6,"Incidence",77,"Cyprus",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Stateless persons",0,67.188
1991,"CYP"," Cyprus","mean_temp_celcius",18.675475,6,"Incidence",77,"Cyprus",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Others of concern",0,67.188
1991,"CYP"," Cyprus","mean_temp_celcius",18.675475,6,"Incidence",77,"Cyprus",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Total Population",110,67.188
1991,"CZE"," Czech Republic","mean_temp_celcius",7.7631675,6,"Incidence",47,"Czech Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Refugees (incl. refugee-like situations)",691,75.158
1991,"CZE"," Czech Republic","mean_temp_celcius",7.7631675,6,"Incidence",47,"Czech Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Asylum-seekers (pending cases)",0,75.158
1991,"CZE"," Czech Republic","mean_temp_celcius",7.7631675,6,"Incidence",47,"Czech Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned refugees",0,75.158
1991,"CZE"," Czech Republic","mean_temp_celcius",7.7631675,6,"Incidence",47,"Czech Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Internally displaced persons (IDPs)",0,75.158
1991,"CZE"," Czech Republic","mean_temp_celcius",7.7631675,6,"Incidence",47,"Czech Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Returned IDPs",0,75.158
1991,"CZE"," Czech Republic","mean_temp_celcius",7.7631675,6,"Incidence",47,"Czech Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Stateless persons",0,75.158
1991,"CZE"," Czech Republic","mean_temp_celcius",7.7631675,6,"Incidence",47,"Czech Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Others of concern",0,75.158
1991,"CZE"," Czech Republic","mean_temp_celcius",7.7631675,6,"Incidence",47,"Czech Republic",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0,0,0,"Total Population",691,75.158
1991,"DJI"," Djibouti","mean_temp_celcius",28.0117,6,"Incidence",177,"Djibouti",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0107094935563,0.0154085966073,0.00720850607794,"Refugees (incl. refugee-like situations)",96144,76.114
1991,"DJI"," Djibouti","mean_temp_celcius",28.0117,6,"Incidence",177,"Djibouti",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0107094935563,0.0154085966073,0.00720850607794,"Asylum-seekers (pending cases)",0,76.114
1991,"DJI"," Djibouti","mean_temp_celcius",28.0117,6,"Incidence",177,"Djibouti",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0107094935563,0.0154085966073,0.00720850607794,"Returned refugees",2830,76.114
1991,"DJI"," Djibouti","mean_temp_celcius",28.0117,6,"Incidence",177,"Djibouti",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0107094935563,0.0154085966073,0.00720850607794,"Internally displaced persons (IDPs)",0,76.114
1991,"DJI"," Djibouti","mean_temp_celcius",28.0117,6,"Incidence",177,"Djibouti",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0107094935563,0.0154085966073,0.00720850607794,"Returned IDPs",0,76.114
1991,"DJI"," Djibouti","mean_temp_celcius",28.0117,6,"Incidence",177,"Djibouti",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0107094935563,0.0154085966073,0.00720850607794,"Stateless persons",0,76.114
1991,"DJI"," Djibouti","mean_temp_celcius",28.0117,6,"Incidence",177,"Djibouti",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0107094935563,0.0154085966073,0.00720850607794,"Others of concern",0,76.114
1991,"DJI"," Djibouti","mean_temp_celcius",28.0117,6,"Incidence",177,"Djibouti",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",0.0107094935563,0.0154085966073,0.00720850607794,"Total Population",98974,76.114
1991,"DZA"," Algeria","mean_rainfall_mm",7.34439666666667,6,"Incidence",139,"Algeria",3,"Both",22,"All Ages",345,"Malaria",2,"Percent",2.73403062923e-05,0.000151813003089,1.24488145865e-06,"Refugees (incl. refugee-like situations)",169124,52.871
